gene,n_significant_variants,median_odds_ratio,median_mdr_freq,median_susc_freq,n_enriched_MDR,is_compensatory,is_primary_DR
intergenic,2356,0.0965,0.002296,0.024316,773,0,0
fas,491,0.0442,0.001148,0.026342,3,0,0
gltB,315,0.0394,0.001148,0.026342,1,0,0
pks13,291,0.0461,0.001148,0.025329,2,0,0
eccC5,288,0.04715,0.001148,0.024316,5,0,0
pks12,271,0.0482,0.001148,0.023303,27,0,0
rpoC,267,0.071,0.002296,0.031408,9,1,0
dnaE1,260,0.0409,0.001148,0.027356,3,0,0
Rv1248c,257,0.0461,0.001148,0.027356,6,0,0
gyrA,244,0.038,0.001148,0.028369,11,0,1
rpoB,237,0.0645,0.002296,0.030395,8,0,1
carB,214,0.0493,0.001148,0.027356,1,0,0
alaS,199,0.0409,0.001148,0.025329,0,0,0
eccC3,199,0.0394,0.001148,0.025329,3,0,0
gcvB,194,0.0387,0.001148,0.027356,1,0,0
gdh,194,0.0394,0.001148,0.025329,1,0,0
uvrA,192,0.0461,0.001148,0.026342,0,0,0
aceE,188,0.04335,0.001148,0.028369,0,0,0
clpC1,187,0.0425,0.001148,0.031408,4,0,0
Rv3193c,185,0.0409,0.001148,0.026342,1,0,0
ileS,185,0.0322,0.001148,0.026342,3,0,0
eccC2,183,0.0529,0.001148,0.02229,7,0,0
embC,183,0.0394,0.001148,0.025329,4,0,1
narG,180,0.04515,0.001148,0.024316,3,0,0
lhr,178,0.0442,0.001148,0.025329,7,0,0
secA2,174,0.038,0.001148,0.026342,3,0,0
mfd,174,0.0409,0.001148,0.025329,3,0,0
Rv2752c,173,0.038,0.001148,0.025329,3,0,0
secA1,172,0.0409,0.001148,0.028369,1,0,0
cobN,172,0.0722,0.002296,0.025329,1,0,0
clpB,169,0.0394,0.001148,0.028369,0,0,0
nrdE,169,0.0626,0.002296,0.029382,1,0,0
dnaE2,166,0.04515,0.001148,0.025329,5,0,0
acn,165,0.0556,0.001148,0.026342,0,0,0
rrl,165,1.807,0.032147,0.02229,87,0,0
dnaK,164,0.0461,0.001148,0.030395,3,0,0
embB,163,0.0409,0.001148,0.024316,8,0,1
fusA1,160,0.0665,0.002296,0.029382,0,0,0
Rv2531c,159,0.0461,0.001148,0.024316,1,0,0
valS,159,0.0409,0.001148,0.027356,1,0,0
relA,158,0.0482,0.001148,0.027356,1,0,0
fbiC,157,0.0482,0.001148,0.026342,0,0,0
gpsI,155,0.0409,0.001148,0.027356,0,0,0
Rv2477c,155,0.0425,0.001148,0.027356,2,0,0
smc,154,0.0394,0.001148,0.026342,3,0,0
topA,154,0.0442,0.001148,0.026342,2,0,0
infB,152,0.0626,0.002296,0.029382,3,0,0
mutB,149,0.0425,0.001148,0.027356,0,0,0
Rv2402,149,0.0409,0.001148,0.027356,1,0,0
uvrC,148,0.04335,0.001148,0.025329,1,0,0
ftsH,147,0.0409,0.001148,0.027356,4,0,0
fadE5,146,0.0626,0.002296,0.027356,2,0,0
ponA2,145,0.0425,0.001148,0.026342,0,0,0
polA,145,0.0425,0.001148,0.026342,6,0,0
aftD,145,0.0442,0.001148,0.023303,7,0,0
uvrB,144,0.0655,0.002296,0.028369,0,0,0
ppk1,143,0.0425,0.001148,0.024316,0,0,0
ercc3,143,0.0442,0.001148,0.026342,2,0,0
Rv0338c,140,0.0442,0.001148,0.026342,4,0,0
Rv1683,139,0.0409,0.001148,0.024316,0,0,0
Rv3401,139,0.0482,0.001148,0.024316,1,0,0
lpqB,139,0.0367,0.001148,0.025329,0,0,0
purL,136,0.0409,0.001148,0.026342,2,0,0
glcB,135,0.0343,0.001148,0.026342,1,0,0
glnE,134,0.04015,0.001148,0.024316,1,0,0
Rv0959,134,0.0,0.0,0.025329,4,0,0
treS,133,0.0409,0.001148,0.026342,1,0,0
icd2,133,0.0409,0.001148,0.026342,2,0,0
Rv2455c,132,0.04715,0.001148,0.023303,2,0,0
leuS,132,0.0,0.0,0.026342,1,0,0
nirB,130,0.0409,0.001148,0.025329,2,0,0
fadD32,130,0.0409,0.001148,0.025329,1,0,0
glpD2,130,0.0394,0.001148,0.026342,0,0,0
lepA,129,0.0354,0.001148,0.029382,0,0,0
pckA,127,0.0482,0.001148,0.028369,3,0,0
dxs1,126,0.0409,0.001148,0.025329,0,0,0
rne,125,0.0394,0.001148,0.028369,2,0,0
glnA1,125,0.0442,0.001148,0.027356,0,0,0
aroG,125,0.0394,0.001148,0.026342,1,0,0
pknG,124,0.0442,0.001148,0.024316,1,0,0
ctpI,124,0.0409,0.001148,0.023303,7,0,0
accA3,123,0.0409,0.001148,0.028369,0,0,0
ctpC,122,0.0425,0.001148,0.025329,0,0,0
fadB,121,0.038,0.001148,0.026342,0,0,0
purF,121,0.0442,0.001148,0.024316,3,0,0
glnA2,120,0.0425,0.001148,0.027356,1,0,0
ctaD,120,0.0409,0.001148,0.031408,0,0,0
leuA,119,0.0626,0.002296,0.027356,1,0,0
atsA,119,0.0461,0.001148,0.025329,0,0,0
glmS,119,0.0409,0.001148,0.027356,1,0,0
eno,119,0.0687,0.002296,0.026342,3,0,0
Rv0248c,118,0.0354,0.001148,0.027356,2,0,0
ilvB1,117,0.0394,0.001148,0.027356,0,0,0
Rv0197,117,0.0461,0.001148,0.024316,7,0,0
tkt,116,0.0409,0.001148,0.026342,2,0,0
lysX,116,0.038,0.001148,0.025329,5,0,0
treX,116,0.0354,0.001148,0.027356,1,0,0
embA,116,0.0,0.0,0.024316,6,0,1
adhB,115,0.0442,0.001148,0.026342,0,0,0
ask,115,0.0394,0.001148,0.026342,2,0,0
fadD8,115,0.0556,0.001148,0.025329,0,0,0
uvrD1,115,0.0394,0.001148,0.026342,1,0,0
aspS,114,0.0461,0.001148,0.025329,1,0,0
Rv1697,114,0.038,0.001148,0.025329,0,0,0
rpoA,114,0.0626,0.002296,0.031408,1,1,0
asnB,113,0.0482,0.001148,0.027356,0,0,0
pgi,113,0.0482,0.001148,0.026342,1,0,0
sucC,113,0.0482,0.001148,0.027356,0,0,0
ilvD,112,0.0482,0.001148,0.026342,1,0,0
pks16,111,0.0461,0.001148,0.026342,1,0,0
fusA2,110,0.0394,0.001148,0.024316,4,0,0
Rv1473,109,0.0394,0.001148,0.026342,1,0,0
typA,109,0.0367,0.001148,0.027356,1,0,0
htpG,108,0.0442,0.001148,0.0248225,2,0,0
secY,108,0.04335,0.001148,0.025329,2,0,0
ftsK,108,0.0626,0.002296,0.027356,4,0,0
inhA,108,0.038,0.001148,0.027356,6,0,1
pafA,108,0.04515,0.001148,0.028369,2,0,0
ribA2,107,0.0442,0.001148,0.026342,1,0,0
accD5,107,0.0442,0.001148,0.029382,0,0,0
thrS,106,0.038,0.001148,0.027356,0,0,0
mtrB,106,0.0394,0.001148,0.026342,2,0,0
eccA3,106,0.0409,0.001148,0.024316,2,0,0
Rv1286,106,0.0461,0.001148,0.0258355,1,0,0
helY,106,0.0442,0.001148,0.024316,2,0,0
hflX,105,0.0394,0.001148,0.026342,1,0,0
hsaA,105,0.0394,0.001148,0.026342,1,0,0
accD6,105,0.0626,0.002296,0.027356,2,0,0
sdhA,105,0.0482,0.001148,0.029382,0,0,0
secD,105,0.0442,0.001148,0.024316,4,0,0
Rv0976c,104,0.0425,0.001148,0.025329,2,0,0
fadD19,104,0.0394,0.001148,0.026342,1,0,0
Rv0458,103,0.076,0.002296,0.026342,1,0,0
nuoD,103,0.0425,0.001148,0.025329,0,0,0
Rv3197,103,0.0442,0.001148,0.026342,0,0,0
Rv0223c,103,0.0409,0.001148,0.026342,1,0,0
accD4,103,0.0482,0.001148,0.026342,4,0,0
pykA,102,0.0409,0.001148,0.026342,0,0,0
icl1,101,0.0556,0.001148,0.029382,1,0,0
proS,101,0.0425,0.001148,0.025329,1,0,0
glfT2,101,0.0504,0.001148,0.026342,0,0,0
Rv3722c,101,0.0425,0.001148,0.025329,1,0,0
fadE30,100,0.0482,0.001148,0.025329,0,0,0
Rv0565c,100,0.0425,0.001148,0.024316,2,0,0
lpdC,100,0.0354,0.001148,0.027356,1,0,0
Rv0465c,99,0.0461,0.001148,0.026342,5,0,0
Rv0435c,99,0.0425,0.001148,0.023303,1,0,0
cysS1,99,0.038,0.001148,0.026342,1,0,0
sahH,99,0.0367,0.001148,0.028369,1,0,0
fadE6,99,0.0367,0.001148,0.024316,2,0,0
ffh,98,0.0409,0.001148,0.026342,3,0,0
dnaG,98,0.0409,0.001148,0.026342,1,0,0
argS,97,0.0442,0.001148,0.026342,4,0,0
glgE,97,0.0409,0.001148,0.025329,1,0,0
gatB,97,0.0394,0.001148,0.025329,1,0,0
guaB2,97,0.0504,0.001148,0.027356,3,0,0
qcrB,97,0.0425,0.001148,0.027356,0,0,0
fum,97,0.038,0.001148,0.026342,1,0,0
acs,96,0.0332,0.001148,0.024316,0,0,0
dnaA,96,0.03175,0.001148,0.027356,1,0,0
choD,96,0.0504,0.001148,0.026342,0,0,0
rho,96,0.0425,0.001148,0.027356,0,0,0
fadD5,96,0.0417,0.001148,0.0248225,4,0,0
cbs,96,0.04015,0.001148,0.026342,1,0,0
glgP,95,0.0,0.0,0.026342,1,0,0
glf,95,0.0461,0.001148,0.026342,1,0,0
groEL2,95,0.071,0.002296,0.030395,0,0,0
rocA,95,0.0425,0.001148,0.025329,1,0,0
fadE8,95,0.038,0.001148,0.027356,2,0,0
narH,95,0.0482,0.001148,0.024316,2,0,0
sthA,95,0.0442,0.001148,0.025329,1,0,0
fadA3,94,0.04715,0.001148,0.026342,1,0,0
Rv3359,94,0.0,0.0,0.024316,1,0,0
accD1,94,0.0442,0.001148,0.025329,1,0,0
mmsA,94,0.0409,0.001148,0.027356,1,0,0
purA,94,0.038,0.001148,0.027356,0,0,0
plsB2,93,0.0,0.0,0.024316,3,0,0
folC,93,0.0442,0.001148,0.024316,0,0,0
glgB,93,0.0367,0.001148,0.026342,3,0,0
fadE15,93,0.0442,0.001148,0.023303,0,0,0
amiA1,93,0.0394,0.001148,0.025329,1,0,0
aftB,93,0.0394,0.001148,0.023303,2,0,0
Rv2411c,92,0.0394,0.001148,0.026342,0,0,0
serA1,92,0.0425,0.001148,0.025329,1,0,0
aspC,92,0.06355,0.002296,0.026342,1,0,0
engA,92,0.0394,0.001148,0.026342,1,0,0
accD2,91,0.0442,0.001148,0.027356,4,0,0
glmU,91,0.0442,0.001148,0.025329,1,0,0
gadB,91,0.038,0.001148,0.026342,1,0,0
dlaT,91,0.0482,0.001148,0.026342,0,0,0
efpA,91,0.0442,0.001148,0.025329,0,0,0
atpA,91,0.0367,0.001148,0.026342,1,0,0
Rv0648,91,0.0461,0.001148,0.025329,2,0,0
zwf2,91,0.0482,0.001148,0.026342,0,0,0
citA,91,0.0425,0.001148,0.024316,2,0,0
nuoL,90,0.0425,0.001148,0.024316,1,0,0
ilvC,90,0.0354,0.001148,0.028369,0,0,0
gltA2,90,0.0442,0.001148,0.029382,0,0,0
pyrG,90,0.0417,0.001148,0.0278625,2,0,0
Rv1894c,90,0.04335,0.001148,0.027356,1,0,0
metS,90,0.0425,0.001148,0.0248225,4,0,0
Rv3910,90,0.0417,0.001148,0.023303,7,0,0
fadE12,89,0.0556,0.001148,0.024316,2,0,0
glgC,89,0.0482,0.001148,0.027356,1,0,0
PPE55,88,1.5,0.053961,0.043566,52,0,0
lpqW,88,0.0461,0.001148,0.024316,0,0,0
mscR,88,0.0425,0.001148,0.026342,2,0,0
mpa,87,0.0354,0.001148,0.029382,0,0,0
plsB1,87,0.0,0.0,0.024316,3,0,0
moxR2,87,0.0442,0.001148,0.025329,2,0,0
hemD,87,0.0409,0.001148,0.026342,0,0,0
gatA,87,0.0425,0.001148,0.026342,1,0,0
pepN,87,0.0442,0.001148,0.025329,1,0,0
fadA2,87,0.0461,0.001148,0.025329,0,0,0
moxR1,86,0.071,0.002296,0.028369,1,0,0
Rv1459c,86,0.0556,0.001148,0.024316,1,0,0
nuoG,86,0.0343,0.001148,0.026342,3,0,0
eccA5,86,0.04515,0.001148,0.024316,1,0,0
fadE23,86,0.0425,0.001148,0.025329,0,0,0
glyS,86,0.0387,0.001148,0.024316,1,0,0
recA,86,0.0394,0.001148,0.0278625,1,0,0
Rv3394c,86,0.04515,0.001148,0.024316,0,0,0
argG,86,0.05775,0.001722,0.026342,0,0,0
aroF,85,0.0425,0.001148,0.026342,0,0,0
Rv0647c,85,0.0461,0.001148,0.027356,1,0,0
Rv1422,85,0.076,0.002296,0.025329,0,0,0
glyA1,85,0.0442,0.001148,0.025329,2,0,0
pmmA,85,0.0394,0.001148,0.025329,1,0,0
mmpL11,85,0.0461,0.001148,0.024316,1,0,0
nuoM,85,0.0461,0.001148,0.024316,1,0,0
bioA,85,0.0482,0.001148,0.025329,0,0,0
metK,85,0.0626,0.002296,0.028369,0,0,0
mkl,85,0.0529,0.001148,0.026342,3,0,0
Rv0412c,85,0.0409,0.001148,0.024316,3,0,0
fadD2,85,0.0367,0.001148,0.025329,3,0,0
fadE24,84,0.0425,0.001148,0.027356,0,0,0
nuoF,84,0.0442,0.001148,0.025329,0,0,0
Rv2733c,84,0.0425,0.001148,0.024316,1,0,0
gnd1,83,0.0343,0.001148,0.028369,2,0,0
Rv2567,83,0.0425,0.001148,0.024316,2,0,0
dop,83,0.0461,0.001148,0.026342,1,0,0
Rv2850c,83,0.0442,0.001148,0.025329,2,0,0
Rv3267,83,0.0425,0.001148,0.025329,0,0,0
mmpL3,83,0.0425,0.001148,0.023303,1,0,0
kasA,82,0.0409,0.001148,0.026342,1,1,0
clpX,82,0.061700000000000005,0.002296,0.0309015,0,0,0
ctpE,82,0.0,0.0,0.025329,0,0,0
menD,82,0.0354,0.001148,0.025329,0,0,0
Rv0278c,82,2.7882,0.174512,0.137285,55,0,0
dnaJ1,82,0.05165,0.001148,0.025329,0,0,0
Rv1627c,82,0.0354,0.001148,0.029382,2,0,0
fadD6,82,0.0461,0.001148,0.023303,0,0,0
fadE29,82,0.04015,0.001148,0.026342,0,0,0
Rv1747,82,0.0409,0.001148,0.026342,0,0,0
mprB,81,0.0442,0.001148,0.024316,2,0,0
metC,81,0.0461,0.001148,0.025329,1,0,0
fadE31,81,0.0425,0.001148,0.025329,2,0,0
fadE4,81,0.0442,0.001148,0.024316,0,0,0
Rv2690c,81,0.0,0.0,0.024316,1,0,0
gcpE,81,0.0394,0.001148,0.028369,0,0,0
uvrD2,81,0.0394,0.001148,0.024316,3,0,0
lpdA,81,0.0529,0.001148,0.024316,4,0,0
PE_PGRS28,81,2.5208,0.28473,0.116515,61,0,0
guaA,81,0.0442,0.001148,0.025329,1,0,0
thiC,80,0.03735,0.001148,0.030395,2,0,0
gyrB,80,0.0394,0.001148,0.026342,4,1,0
Rv1257c,80,0.0482,0.001148,0.0238095,0,0,0
pfkA,80,0.0394,0.001148,0.027356,1,0,0
guaB3,80,0.04515,0.001148,0.026342,1,0,0
dnaB,80,0.04335,0.001148,0.024316,4,0,0
dfp,80,0.0367,0.001148,0.025329,1,0,0
coaA,80,0.0409,0.001148,0.025329,0,0,0
Rv3329,80,0.04335,0.001148,0.024316,1,0,0
accA2,80,0.04015,0.001148,0.024316,1,0,0
Rv3818,80,0.0417,0.001148,0.026342,0,0,0
atpD,79,0.0425,0.001148,0.028369,0,0,0
mshA,79,0.0425,0.001148,0.024316,0,0,0
rplC,79,0.0529,0.001148,0.026342,1,0,1
nusA,79,0.0482,0.001148,0.026342,0,0,0
fadE20,79,0.0461,0.001148,0.026342,3,0,0
Rv0552,78,0.0,0.0,0.024316,1,0,0
pyrC,78,0.0504,0.001148,0.025329,1,0,0
tyrS,78,0.0367,0.001148,0.025329,1,0,0
pgmA,78,0.0,0.0,0.024316,2,0,0
fgd1,78,0.03485,0.001148,0.028369,1,0,1
lppZ,78,0.0425,0.001148,0.024316,1,0,0
caeA,78,0.0,0.0,0.024316,2,0,0
Rv3645,78,0.0394,0.001148,0.025329,2,0,0
nuoH,78,0.05165,0.001148,0.023303,0,0,0
Rv3520c,77,0.0504,0.001148,0.025329,0,0,0
metZ,77,0.0425,0.001148,0.026342,0,0,0
groEL1,77,0.0,0.0,0.026342,1,0,0
pheT,77,0.0442,0.001148,0.023303,2,0,0
Rv2917,77,0.0394,0.001148,0.024316,1,0,0
whiA,77,0.0,0.0,0.026342,2,0,0
sirA,77,0.0409,0.001148,0.026342,1,0,0
amt,76,0.0461,0.001148,0.024316,0,0,0
Rv2425c,76,0.038,0.001148,0.025329,0,0,0
tuf,76,0.0519,0.001148,0.0309015,0,0,0
Rv2454c,76,0.0442,0.001148,0.027356,1,0,0
moeA1,76,0.03805,0.001148,0.024316,3,0,0
cobIJ,76,0.0409,0.001148,0.025329,2,0,0
Rv0693,76,0.0394,0.001148,0.026342,0,0,0
gabD1,76,0.0425,0.001148,0.024316,0,0,0
pntB,76,0.0461,0.001148,0.024316,0,0,0
gabD2,76,0.0529,0.001148,0.02229,1,0,0
pcnA,75,0.0461,0.001148,0.025329,0,0,0
lytB2,75,0.0425,0.001148,0.026342,0,0,0
icd1,75,0.0529,0.001148,0.02229,0,0,0
fadE2,75,0.0442,0.001148,0.025329,0,0,0
Rv3712,75,0.0425,0.001148,0.025329,0,0,0
Rv3921c,75,0.0354,0.001148,0.026342,1,0,0
ino1,74,0.0665,0.002296,0.029382,2,0,0
glpK,74,0.0,0.0,0.027356,2,0,0
fadE13,74,0.0409,0.001148,0.025329,0,0,0
ltp1,74,0.0442,0.001148,0.026342,2,0,0
Rv0528,74,0.0461,0.001148,0.025329,0,0,0
rfe,74,0.03605,0.001148,0.025329,0,0,0
zmp1,74,0.0442,0.001148,0.025329,0,0,0
hsaF,74,0.04335,0.001148,0.026342,0,0,0
hrcA,74,0.038,0.001148,0.025329,1,0,0
kstD,74,0.03495,0.001148,0.024316,0,0,0
deaD,74,0.0442,0.001148,0.025329,1,0,0
mdh,74,0.0425,0.001148,0.025329,0,0,0
Rv0823c,74,0.0394,0.001148,0.024316,4,0,0
Rv2864c,74,0.0425,0.001148,0.0238095,1,0,0
pknB,74,0.0442,0.001148,0.025329,4,0,0
pdc,74,0.0461,0.001148,0.023303,1,0,0
snzP,74,0.0417,0.001148,0.0288755,1,0,0
ftsW,73,0.0409,0.001148,0.026342,2,0,0
ponA1,73,0.0,0.0,0.024316,2,0,0
ligA,73,0.0425,0.001148,0.024316,0,0,0
kshA,73,0.0529,0.001148,0.025329,1,0,0
fadD4,73,0.0394,0.001148,0.024316,1,0,0
rpsA,72,0.061700000000000005,0.002296,0.031408,1,0,0
Rv0958,72,0.0676,0.002296,0.025329,2,0,0
sigA,72,0.0367,0.001148,0.030395,0,0,0
PE_PGRS10,72,2.2807,0.18886350000000002,0.12107400000000001,59,0,0
Rv3049c,72,0.0425,0.001148,0.024316,0,0,0
ephD,72,0.02045,0.000574,0.024316,0,0,0
trpE,72,0.0394,0.001148,0.026342,1,0,0
Rv3683,72,0.0425,0.001148,0.025329,0,0,0
Rv1002c,72,0.0482,0.001148,0.024316,1,0,0
Rv0227c,72,0.05165,0.001148,0.0227965,1,0,0
dapC,72,0.04335,0.001148,0.024316,1,0,0
fadE22,72,0.0482,0.001148,0.025329,3,0,0
Rv1273c,72,0.0409,0.001148,0.0248225,1,0,0
ribF,72,0.0394,0.001148,0.026342,0,0,0
prsA,72,0.03735,0.001148,0.028369,1,0,0
gap,71,0.0626,0.002296,0.026342,1,0,0
ndh,71,0.0409,0.001148,0.025329,2,1,0
kshB,71,0.0425,0.001148,0.025329,1,0,0
Rv3586,71,0.0394,0.001148,0.025329,4,0,0
argB,71,0.071,0.002296,0.024316,0,0,0
rplB,71,0.0529,0.001148,0.029382,0,0,0
Rv2242,71,0.0,0.0,0.025329,0,0,0
Rv0473,71,0.0461,0.001148,0.024316,2,0,0
Rv3224,71,0.0409,0.001148,0.026342,0,0,0
fbiB,71,0.0,0.0,0.024316,1,0,0
fadA4,71,0.0394,0.001148,0.026342,1,0,0
oppD,71,0.0,0.0,0.024316,1,0,0
Rv0859,70,0.0367,0.001148,0.026342,2,0,0
Rv3169,70,0.0409,0.001148,0.025329,4,0,0
nrp,70,0.038,0.001148,0.0258355,5,0,0
leuC,70,0.0374,0.001148,0.024316,0,0,0
yrbE4B,70,0.038,0.001148,0.026342,0,0,0
Rv2603c,70,0.0409,0.001148,0.027356,0,0,0
serC,70,0.0,0.0,0.025329,0,0,0
gpdA1,70,0.0409,0.001148,0.024316,1,0,0
eccA2,70,0.0482,0.001148,0.023303,1,0,0
Rv2426c,70,0.0425,0.001148,0.026342,5,0,0
phoH2,70,0.0482,0.001148,0.026342,0,0,0
fadE9,70,0.0482,0.001148,0.024316,1,0,0
dnaJ2,70,0.04715,0.001148,0.0258355,1,0,0
Rv3553,70,0.0327,0.001148,0.025329,0,0,0
nusG,69,0.0425,0.001148,0.026342,1,0,0
udgA,69,0.0367,0.001148,0.024316,1,0,0
amiA2,69,0.0409,0.001148,0.024316,0,0,0
argH,69,0.0529,0.001148,0.024316,2,0,0
Rv3684,69,0.0425,0.001148,0.025329,1,0,0
adhC,69,0.0482,0.001148,0.024316,2,0,0
fadE21,69,0.0394,0.001148,0.025329,0,0,0
pepR,68,0.0442,0.001148,0.024316,1,0,0
Rv0457c,68,0.0387,0.001148,0.0248225,1,0,0
PPE54,68,1.66245,0.1039035,0.078014,42,0,0
Rv2795c,68,0.0482,0.001148,0.0248225,1,0,0
Rv3031,68,0.0425,0.001148,0.025329,1,0,0
obg,68,0.0,0.0,0.024316,3,0,0
ltp4,68,0.0394,0.001148,0.024316,1,0,0
hisD,68,0.0425,0.001148,0.026342,1,0,0
pgk,68,0.0425,0.001148,0.025329,0,0,0
Rv1084,67,0.0,0.0,0.025329,2,0,0
cyp124,67,0.0442,0.001148,0.024316,2,0,0
lprQ,67,0.0461,0.001148,0.024316,2,0,0
guaB1,67,0.038,0.001148,0.024316,2,0,0
recG,67,0.0442,0.001148,0.024316,1,0,0
acrA1,67,0.0409,0.001148,0.024316,1,0,0
murA,67,0.0425,0.001148,0.025329,1,0,0
metE,67,0.0442,0.001148,0.027356,1,0,0
Rv3253c,67,0.0425,0.001148,0.023303,0,0,0
mapB,67,0.0,0.0,0.027356,1,0,0
Rv1393c,67,0.0394,0.001148,0.025329,2,0,0
pepB,67,0.0409,0.001148,0.026342,1,0,0
ltp2,67,0.0461,0.001148,0.024316,1,0,0
purB,67,0.0409,0.001148,0.027356,1,0,0
otsA,66,0.0,0.0,0.025329,1,0,0
ftsZ,66,0.0461,0.001148,0.030395,0,0,0
prfA,66,0.0482,0.001148,0.025329,1,0,0
fadE26,66,0.05425,0.001148,0.027356,0,0,0
aceAb,66,0.0425,0.001148,0.025329,0,0,0
nrdF2,66,0.04715,0.001148,0.030395,0,0,0
folD,66,0.04015,0.001148,0.026342,1,0,0
dnaZX,65,0.0425,0.001148,0.026342,0,0,0
galE2,65,0.0394,0.001148,0.026342,1,0,0
fabG4,65,0.0409,0.001148,0.025329,1,0,0
phoH1,65,0.0529,0.001148,0.026342,1,0,0
ltp3,65,0.0409,0.001148,0.027356,2,0,0
fadA6,65,0.0482,0.001148,0.024316,0,0,0
Rv3531c,65,0.0,0.0,0.024316,1,0,0
Rv0433,65,0.0425,0.001148,0.026342,1,0,0
ndhA,65,0.0442,0.001148,0.024316,4,0,0
echA2,64,0.0818,0.002296,0.023303,1,0,0
rodA,64,0.0177,0.000574,0.024316,1,0,0
murX,64,0.06875,0.002296,0.025329,0,0,0
kasB,64,0.0442,0.001148,0.025329,0,0,0
Rv2913c,64,0.0409,0.001148,0.025329,1,0,0
lysS,64,0.0417,0.001148,0.023303,1,0,0
hisS,63,0.0425,0.001148,0.026342,1,0,0
Rv2314c,63,0.0482,0.001148,0.024316,2,0,0
Rv1794,63,0.0,0.0,0.024316,0,0,0
ppm1,63,0.0442,0.001148,0.02229,1,0,0
narU,63,0.0461,0.001148,0.02229,2,0,0
alkB,63,0.038,0.001148,0.028369,0,0,0
ruvB,63,0.0442,0.001148,0.027356,1,0,0
rrs,63,0.3585,0.013777,0.024316,27,0,1
gltD,63,0.071,0.002296,0.026342,0,0,0
Rv1272c,63,0.0425,0.001148,0.024316,1,0,0
Rv2897c,63,0.0442,0.001148,0.02229,2,0,0
pcd,63,0.0,0.0,0.023303,1,0,0
pbpB,63,0.0461,0.001148,0.025329,2,0,0
fadE34,63,0.0354,0.001148,0.026342,2,0,0
ilvE,63,0.0394,0.001148,0.025329,0,0,0
purM,63,0.0409,0.001148,0.026342,1,0,0
sigB,63,0.0367,0.001148,0.027356,0,0,0
sugB,62,0.0425,0.001148,0.025329,1,0,0
ilvA,62,0.03735,0.001148,0.0248225,1,0,0
Rv1106c,62,0.0556,0.001148,0.023303,0,0,0
Rv3365c,62,0.0,0.0,0.0248225,4,0,0
ccsA,62,0.0504,0.001148,0.025329,0,0,0
Rv3038c,62,0.0442,0.001148,0.024316,1,0,0
Rv2927c,62,0.0409,0.001148,0.024316,1,0,0
serS,62,0.04335,0.001148,0.025329,2,0,0
fprB,62,0.0,0.0,0.02229,0,0,0
Rv1488,62,0.035500000000000004,0.001148,0.027356,0,0,0
Rv1421,62,0.0425,0.001148,0.025329,0,0,0
Rv1410c,62,0.0425,0.001148,0.0248225,1,0,0
Rv1132,62,0.05055,0.001148,0.0258355,2,0,0
leuB,61,0.0442,0.001148,0.023303,1,0,0
fadE25,61,0.0425,0.001148,0.027356,0,0,0
hemA,61,0.0367,0.001148,0.025329,0,0,0
gabT,61,0.0504,0.001148,0.025329,0,0,0
gltS,61,0.0,0.0,0.025329,2,0,0
Rv3915,61,0.0,0.0,0.025329,0,0,0
Rv3600c,61,0.0409,0.001148,0.025329,0,0,0
Rv2484c,61,0.0,0.0,0.023303,2,0,0
pknA,61,0.0354,0.001148,0.027356,1,0,0
trpS,61,0.0,0.0,0.024316,0,0,0
dxr,61,0.0504,0.001148,0.027356,0,0,0
fadB2,61,0.0442,0.001148,0.025329,2,0,0
bioB,61,0.0645,0.002296,0.028369,1,0,0
prrA,61,0.0665,0.002296,0.029382,0,0,0
pbpA,60,0.0425,0.001148,0.024316,0,0,0
mrsA,60,0.0409,0.001148,0.025329,2,0,0
add,60,0.0,0.0,0.024316,0,0,0
Rv1830,60,0.0,0.0,0.026342,1,0,0
thrA,59,0.038,0.001148,0.025329,0,0,0
htpX,59,0.0425,0.001148,0.025329,1,0,0
htrA,59,0.0425,0.001148,0.024316,0,0,0
pheS,59,0.0442,0.001148,0.026342,1,0,0
prfB,59,0.038,0.001148,0.027356,0,0,0
pyrB,59,0.038,0.001148,0.028369,1,0,0
Rv3521,59,0.0442,0.001148,0.025329,2,0,0
senX3,59,0.0,0.0,0.025329,1,0,0
Rv0913c,59,0.0442,0.001148,0.025329,0,0,0
Rv0876c,59,0.038,0.001148,0.025329,0,0,0
Rv1461,59,0.0461,0.001148,0.028369,2,0,0
fadD15,59,0.0425,0.001148,0.025329,5,0,0
hisB,59,0.0,0.0,0.025329,0,0,0
menB,59,0.0461,0.001148,0.028369,0,0,0
35kd_ag,59,0.0556,0.001148,0.027356,1,0,0
hemL,59,0.0425,0.001148,0.025329,1,0,0
lipA,58,0.04335,0.001148,0.0258355,0,0,0
purH,58,0.0409,0.001148,0.025329,1,0,0
cysA1,58,0.0,0.0,0.025329,0,0,0
pntAa,58,0.0442,0.001148,0.024316,0,0,0
rfbD,58,0.0387,0.001148,0.0258355,0,0,0
Rv1480,58,0.04515,0.001148,0.024316,0,0,0
Rv1708,58,0.0482,0.001148,0.027356,1,0,0
Rv2315c,58,0.0387,0.001148,0.0258355,0,0,0
nuoN,58,0.0394,0.001148,0.024316,2,0,0
Rv2141c,58,0.0,0.0,0.025329,1,0,0
dgt,58,0.0,0.0,0.024316,2,0,0
csd,58,0.04335,0.001148,0.024316,1,0,0
